invoice_date,SKUCode,Description,volume
1/14/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,30
1/14/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,3
1/14/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),5
1/14/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,239
1/14/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,2
1/14/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,19
1/14/2026,1325217515084HURP0,NA,8
1/14/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,160
1/14/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,320
1/14/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,11
1/14/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,264
1/14/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,175
1/14/2026,1325218614088HURL0,185/70R14 UX Royale,-1
1/14/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,35
1/14/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,212
1/14/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,6
1/14/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,60
1/14/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,4
1/14/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,143
1/14/2026,1325220516095HTMX0,NA,204
1/14/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,22
1/14/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,299
1/14/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,136
1/14/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,357
1/14/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,109
1/14/2026,1325223517104HRPG0,NA,10
1/14/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,63
1/14/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,69
1/14/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,20
1/14/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,25
1/14/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,21
1/14/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,71
1/14/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,58
1/14/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,556
1/15/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,707
1/15/2026,1225121716010SXC10,NA,15
1/15/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,2
1/15/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,561
1/15/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,5761
1/15/2026,1225219015008SLTB0,195/80R15 BRUTE LT 8PR S TL,140
1/15/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,515
1/15/2026,1225221716010SXC10,NA,52
1/15/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,6
1/15/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,261
1/15/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,35
1/15/2026,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,50
1/15/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,1212
1/15/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,622
1/15/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,530
1/15/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,259
1/15/2026,1325121715100SRBT0,NA,15
1/15/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
1/15/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),48
1/15/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,693
1/15/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,11
1/15/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,100
1/15/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,29
1/15/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,254
1/15/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,569
1/15/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,74
1/15/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,53
1/15/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2771
1/15/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,167
1/15/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,14
1/15/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,218
1/15/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,353
1/15/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,434
1/15/2026,1325215813079TUNE6,155/80R13 ULTIMA NEO 79T TL,1
1/15/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,4
1/15/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,78
1/15/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,420
1/15/2026,1325216614081SUTR0,NA,244
1/15/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,1942
1/15/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,201
1/15/2026,1325216814085TURL0,16580R14 UX ROYALE TL,656
1/15/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,19
1/15/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,7
1/15/2026,1325217514082HURP0,175/65R14 UX ROYALE TL 82H (Punture Guard),83
1/15/2026,1325217514082HVECL,175/65R14 VECTRA TL 82 H Low weight,155
1/15/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,258
1/15/2026,1325217514082TUTR0,175/65 R14 UX TOURING 82T TL,2
1/15/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,7
1/15/2026,1325217515084HURP0,NA,34
1/15/2026,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,3
1/15/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,126
1/15/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,1116
1/15/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,5
1/15/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,303
1/15/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,148
1/15/2026,1325218614088HURL0,185/70R14 UX Royale,1
1/15/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,62
1/15/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,18
1/15/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,478
1/15/2026,1325219416089HRHE0,195/60R16 Ranger HPE TL,260
1/15/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,67
1/15/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,29
1/15/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,199
1/15/2026,1325220516095HTMX0,NA,340
1/15/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,80
1/15/2026,1325221317098VUX10,215/55R17UX1 TL 98 V,3
1/15/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,845
1/15/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,754
1/15/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,839
1/15/2026,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,1
1/15/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,419
1/15/2026,1325223517104HRPG0,NA,11
1/15/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,127
1/15/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,200
1/15/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,14
1/15/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,151
1/15/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,11
1/15/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,741
1/15/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1650
1/15/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,7
1/16/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,77
1/16/2026,1225121716010SXC10,NA,4
1/16/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,790
1/16/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,2145
1/16/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,1
1/16/2026,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,0
1/16/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,268
1/16/2026,1225221716010SXC10,NA,55
1/16/2026,1225222716121MXC11,225/75 R 16 ULTIMA XPC -1 TL VOLVO,4
1/16/2026,1225222716121NXC11,NA,100
1/16/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,97
1/16/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,172
1/16/2026,1325114613071TTMX0,145/70 R 13 TAXIMAX TT  71T,100
1/16/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,158
1/16/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,234
1/16/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,485
1/16/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,199
1/16/2026,1325121715100SRBT0,NA,5
1/16/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,4
1/16/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,81
1/16/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,309
1/16/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,800
1/16/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,186
1/16/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,24
1/16/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,89
1/16/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,837
1/16/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,26
1/16/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,2704
1/16/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,31
1/16/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,3
1/16/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,88
1/16/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,240
1/16/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,70
1/16/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,17
1/16/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,35
1/16/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,214
1/16/2026,1325216614081SUTR0,NA,152
1/16/2026,1325216814085STMX0,165/80 R14 TAXIMAX TL 85S,860
1/16/2026,1325216814085SUTR0,165/80R14 UX TOURING TL,149
1/16/2026,1325216814085TURL0,16580R14 UX ROYALE TL,211
1/16/2026,1325217413077TUSP0,175/60R13ULTIMA SPORT TL 77T,12
1/16/2026,1325217415081HUTR0,175/60 R 15 UX TOURING TL  81H,1
1/16/2026,1325217514082TTMX0,175/65 R14 TAXIMAX TL  82 T,121
1/16/2026,1325217514082TVECH,175/65R14 VECTRA TL 82 T 2UA,9
1/16/2026,1325217614084HURL1,175/70 R14 UX ROYALE TL 84 H SASO,1
1/16/2026,1325218415084TTMX0,185/60 R 15 TAXIMAX TL   84T,49
1/16/2026,1325218515088HTMX0,185/65 R15 TAXI MAX TL,427
1/16/2026,1325218515088HURL1,185/65 R15 UX ROYALE TL  88H SASO,100
1/16/2026,1325218515088HURP0,185/65 R15 UX ROYALE TL  88H,12
1/16/2026,1325218515088HUTR0,185/65 R15 UX TOURING TL 88 H,100
1/16/2026,1325218515088TURL0,185/65 R15 UX ROYALE TL  88T  YSD,102
1/16/2026,1325218614088HURL0,185/70R14 UX Royale,-1
1/16/2026,1325218614088TVECE,185/70R14 Vectra,-2
1/16/2026,1325219316087VURL0,195/55R16 UX ROYALE TL  87V,12
1/16/2026,1325219316087VURP0,195/55R16 UX ROYALE TL  87V Puncture Guard,5
1/16/2026,1325219316087VUTR0,195/55R16 UX TOURING TL,313
1/16/2026,1325220316091VURL1,205/55 R 16 UX ROYALE TL  91V,24
1/16/2026,1325220416092VURL0,205/60R16  UX ROYALE   TL  92V,13
1/16/2026,1325220515094VURL1,205/65 R15 UX-ROYALE TL  94V SASO,50
1/16/2026,1325220515094VUTR0,205/65R15 UX TOURING TL  94V,248
1/16/2026,1325220516095HTMX0,NA,67
1/16/2026,1325220516095HUTR0,205/65R16UX TOURING TL 95H,40
1/16/2026,1325221416095VURL0,215/60 R16 UX ROYALE TL YAD MC -MSIL ,355
1/16/2026,1325221417100HURL1,215/60 R17 UX ROYALE TL    100H,239
1/16/2026,1325221715100SRHT0,215/75 R 15 RANGER HT TL,307
1/16/2026,1325222417099HURL0,225/60R17 UX ROYAL 99H TL,1
1/16/2026,1325223517104HRHT0,235/65R17 RANHER HT TL,717
1/16/2026,1325223517104HRPG0,NA,4
1/16/2026,1325223616105HRHT0,235/70R16 Ranger HT TL,90
1/16/2026,1325223715105SRXT0,235/75 R 15 RANGER X-AT TL,476
1/16/2026,1325226517112HRHT0,265/65R17 RANHER HT 112H TL,4
1/16/2026,1425118916008QRBT0,185/85R16 RANGER BRUTE TT LT 105Q,97
1/16/2026,1D25115013008QXPC0,155 R13 ULTIMA XPC Q TT,6
1/16/2026,1D25212812074FXC10,120/80 R 12 ULTIMA XPC 1 TL,18
1/16/2026,1D25213812090FXPC0,130/80R12 ULTIMA XPC TL 90 F,1380
1/16/2026,1D25215Z13008QXPC0,155R13 ULTIMA XPC  Q TL,13
1/17/2026,1225119015010QSTL0,195R15 LT STEEL KING TT  10 PR,2
1/17/2026,1225121715115SSTL0,215 / 75 R 15 STEEL KING TT,197
1/17/2026,1225121716010SXC10,NA,63
1/17/2026,1225121Z14112LSTL0,215 R14 STEEL KING TT,0
1/17/2026,1225170015010LSTL0,7.00R15 STEEL KING TT 10PR,814
1/17/2026,1225170015012LSTL0,7.00R15 STEEL KING TT 12PR,4741
1/17/2026,1225219015010QSTL0,    195R15 LT STEEL KING TL  10 PR,6
1/17/2026,1225220Z16008RXC10,205 R 16 ULTIMA XPC -1 TL,70
1/17/2026,1225221715115SSTL0,215 / 75 R 15 STEEL KING TL,320
1/17/2026,1225221716010SXC10,NA,18
1/17/2026,1225223516121PSKP0,235/65 R 16 STEEL KING+ TL,396
1/17/2026,1325114612069TUHL0,145/70R12 ULTIMA HILIFE69T TT,76
1/17/2026,1325114812074TUHL0,145/80R12 ULTIMA HILIFE TT 74T ,971
1/17/2026,1325119015008SRBT0,195 R15 LT RANGER BRT TT,662
1/17/2026,1325119815106QBRQ0,195 / 80 R15 BRUTE TT  ,858
1/17/2026,1325121715100SBRT0,215/75 R15 BRUTE 4X4 TT,221
1/17/2026,1325121715100SRXT0,215/75 R 15 RANGER X-AT  TT,1
1/17/2026,1325121715115SLTB0,215 / 75 R 15 BRUTE L/T ( 3 PLY ),16
1/17/2026,1325123715105SBRT0,235/75 R15 BRUTE 4X4 TT,584
1/17/2026,1325213612065SULX1,135/70R12 Ultima LXT 65S TL ,25
1/17/2026,1325213615099MSXT0,T135/70R15 STAR-XT  TL,200
1/17/2026,1325214612069TUHL0,145/70R12 ULTIMA HILIFE 69T TL,23
1/17/2026,1325214613071TTMX0,145/70 R 13 TAXIMAX TL 71T,144
1/17/2026,1325214812074TTMX0,145/80R12 TAXIMAX TL 74T,721
1/17/2026,1325214812074TUHL0,145/80R12 ULTIMA HILIFE TL 74 T,154
1/17/2026,1325214813075STMX0,145/80R13-TAXIMAX-75S-TL,34
1/17/2026,1325214813075SUNE1,145/80 R13  ULTIMA  NEO TL Y0M,3087
1/17/2026,1325215513073TUHL0,155/65R13 ULTIMA HILIFE  TL  73T,87
1/17/2026,1325215613075TTMX0,155/70R13 TAXIMAX TL 75T,2
1/17/2026,1325215613075TUHL0,155/70R13 ULTIMA HILIFE TL 75T,205
1/17/2026,1325215813079STMX0, 155/80R13 TAXIMAX TL 79S ,315
1/17/2026,1325215813079SUHL0,155/80R13 ULTIMA HILIFE TL 79 S,234
1/17/2026,1325216513077TUHL0,165/65R13 ULTIMA HILIFE 77T TL,68
1/17/2026,1325216514079TTMX0,165/65 R 14 TAXIMAX TL,94
1/17/2026,1325216614081STMX0,165/70 R 14 TAXIMAX TL ,388
